name,small mol,pocket,energy,constant
af-6578-heme,669,0,-4.02,8.95
af-6578-heme,670,0,-4.02,8.95
af-6578-heme,671,2,-7.06,6.65
af-6578-heme,672,7,-5.28,1.08
af-6578-heme,673,3,-7.23,6.5
af-6578-heme,674,7,-6.68,14.07
af-6578-heme,675,7,-6.6,59.81
af-6578-heme,676,7,-6.91,293.34
af-6578-heme,677,0,-6.91,293.34
af-6578-heme,678,0,-6.91,293.34
af-6578-heme,679,0,-6.91,293.34
af-6578-heme,680,3,-7.31,4.37
af-6578-heme,681,7,-7.12,5.99
af-6578-heme,682,10,-5.58,81.07
af-6578-heme,683,9,-6.38,21.18
af-6578-heme,684,4,-7.53,21.18
af-6578-heme,685,0,-7.53,21.18
af-6578-heme,686,0,-7.53,21.18
af-6578-heme,687,0,-7.53,21.18
af-6578-heme,688,0,-7.53,21.18
af-6578-heme,689,2,-6.09,238.8
af-6578-heme,690,0,-4.79,305.68
af-6578-heme,691,1,-6.53,6.57
af-6578-heme,692,5,-5.69,6.57
af-6578-heme,693,1,-5.86,940
af-6578-heme,694,6,-3.47,46.23
af-6578-heme,695,1,-4.37,628.28
af-6578-heme,696,3,-3.48,628.28
af-6578-heme,697,4,5.9,628.28
af-6578-heme,698,0,5.9,628.28
af-6578-heme,699,0,5.9,628.28
af-6578-heme,700,0,5.9,628.28
af-6578-heme,701,0,5.9,628.28
af-6578-heme,702,0,5.9,628.28
af-6578-heme,703,0,5.9,628.28
af-6578-heme,704,22,-6.89,8.93
af-6578-heme,705,17,-7.08,6.48
af-6578-heme,706,20,-5.92,45.39
af-6578-heme,707,20,-6.21,27.87
af-6578-heme,708,18,-7.27,4.66
af-6578-heme,709,19,-5.68,68.76
af-6578-heme,710,28,-6.22,27.71
af-6578-heme,711,7,-6.38,27.71
af-6578-heme,712,7,-5.75,40.89
af-6578-heme,713,1,-6.13,35.54
af-6578-heme,714,8,-4.96,277.75
af-6578-heme,715,3,-6.51,17.03
af-6578-heme,716,6,-6.85,9.86
af-6578-heme,717,4,-5.65,72.19
af-6578-heme,718,9,-6.95,8.04
af-6578-heme,719,5,-6.32,23.25
af-6578-heme,720,19,-6.53,16.44
af-6578-heme,721,0,-6.53,16.44
af-6578-heme,722,0,-6.53,16.44
af-6578-heme,723,0,-6.53,16.44
af-6578-heme,724,2,-8.28,846.98
af-6578-heme,725,1,-8.06,18.94
af-6578-heme,726,1,-8.35,51.36
af-6578-heme,727,1,-8.07,1.21
af-6578-heme,728,0,-8.07,1.21
af-6578-heme,729,0,-8.07,1.21
af-6578-heme,730,0,-8.07,1.21
af-6578-heme,731,0,-8.07,1.21
af-6578-heme,732,0,-8.07,1.21
af-6578-heme,733,0,-8.07,1.21
af-6578-heme,734,4,-2.94,55.39
af-6578-heme,735,7,-5.88,74.6
af-6578-heme,736,3,-3.41,74.6
af-6578-heme,737,1,-6.25,26.45
af-6578-heme,738,30,-5.18,159.45
af-6578-heme,739,7,-7.85,23.79
af-6578-heme,740,0,-6.73,11.71
af-6578-heme,741,0,-6.73,11.71
af-6578-heme,742,7,-5.03,194.42
af-6578-heme,743,4,-6.78,211.3
af-6578-heme,744,9,-3.4,211.3
af-6578-heme,745,12,1.57,211.3
af-6578-heme,746,9,-0.38,211.3
af-6578-heme,747,12,-3.4,211.3
af-6578-heme,748,2,-6.19,6.49
af-6578-heme,749,1,-5.82,54.6
af-6578-heme,750,22,145.32,54.6
af-6578-heme,751,0,145.32,54.6
af-6578-heme,752,0,145.32,54.6
af-6578-heme,753,0,145.32,54.6
af-6578-heme,754,0,145.32,54.6
af-6578-heme,755,0,145.32,54.6
af-6578-heme,756,0,145.32,54.6
af-6578-heme,757,0,145.32,54.6
af-6578-heme,758,0,145.32,54.6
af-6578-heme,759,0,145.32,54.6
af-6578-heme,760,0,145.32,54.6
af-6578-heme,761,0,145.32,54.6
af-6578-heme,762,0,145.32,54.6
af-6578-heme,763,0,145.32,54.6
af-6578-heme,764,0,145.32,54.6
af-6578-heme,765,0,145.32,54.6
af-6578-heme,766,0,145.32,54.6
af-6578-heme,767,0,145.32,54.6
af-6578-heme,768,0,145.32,54.6
af-6578-heme,769,0,145.32,54.6
af-6578-heme,770,0,145.32,54.6
af-6578-heme,771,0,145.32,54.6
af-6578-heme,772,0,145.32,54.6
af-6578-heme,773,0,145.32,54.6
af-6578-heme,774,0,145.32,54.6
af-6578-heme,775,0,145.32,54.6
af-6578-heme,776,0,145.32,54.6
af-6578-heme,777,0,145.32,54.6
af-6578-heme,778,0,145.32,54.6
af-6578-heme,779,0,145.32,54.6
af-6578-heme,780,0,145.32,54.6
af-6578-heme,781,0,145.32,54.6
af-6578-heme,782,3,-8.08,122.38
af-6578-heme,783,2,-7.81,1.88
af-6578-heme,784,4,-8.33,3.58
af-6578-heme,785,1,-7.32,4.28
af-6578-heme,786,0,-7.32,4.28
af-6578-heme,787,0,-7.32,4.28
af-6578-heme,788,0,-7.32,4.28
af-6578-heme,789,0,-7.32,4.28
af-6578-heme,790,6,-11.6,116.95
af-6578-heme,791,0,-12.2,1.15
af-6578-heme,792,5,-10.06,39.61
af-6578-heme,793,1,-11.96,19.58
af-6578-heme,794,22,-6.46,18.55
af-6578-heme,795,0,-6.46,18.55
af-6578-heme,796,9,-4.7,18.55
af-6578-heme,797,0,-6.39,20.63
af-6578-heme,798,0,-6.41,19.9
af-6578-heme,799,0,-6.41,19.9
af-6578-heme,800,0,-6.41,19.9
af-6578-heme,801,5,-7.89,586.24
af-6578-heme,802,3,-8.11,16.1
af-6578-heme,803,4,-7.52,33.11
af-6578-heme,804,0,-7.27,633.01
af-6578-heme,805,0,-7.27,633.01
af-6578-heme,806,3,-7.69,633.01
af-6578-heme,807,14,-7.15,633.01
af-6578-heme,808,3,-8.36,9.7
af-6578-heme,809,0,-8.36,9.7
af-6578-heme,810,0,-8.36,9.7
af-6578-heme,811,0,-8.36,9.7
af-6578-heme,812,6,-8.82,6.91
af-6578-heme,813,6,-8.66,6.91
af-6578-heme,814,8,-7.35,6.91
af-6578-heme,815,3,-6.88,6.91
af-6578-heme,816,3,-7.93,91.13
af-6578-heme,817,11,-6.7,12.4
af-6578-heme,818,12,-8.08,1.19
af-6578-heme,819,12,-7.31,4.4
af-6578-heme,820,0,-7.31,4.4
af-6578-heme,821,0,-7.31,4.4
af-6578-heme,822,0,-7.31,4.4
af-6578-heme,823,3,-5.81,4.4
af-6578-heme,824,0,-5.81,4.4
af-6578-heme,825,7,-8.07,1.22
af-6578-heme,826,4,-8.53,563.32
af-6578-heme,827,11,-6.98,7.59
af-6578-heme,828,36,-7.23,5.03
af-6578-heme,829,34,-7.66,2.42
af-6578-heme,830,1,-9.33,144.42
af-6578-heme,831,2,-6.07,35.61
af-6578-heme,832,0,-4.33,1.11
af-6578-heme,833,2,-3.76,1.77
af-6578-heme,834,0,-1.73,148.81
af-6578-heme,835,1,-5.1,5.66
af-6578-heme,836,0,-5.1,5.66
af-6578-heme,837,0,-5.1,5.66
af-6578-heme,838,0,-6.43,19.53
af-6578-heme,839,10,-5.27,153.39
af-6578-heme,840,8,-5.65,72.52
af-6578-heme,841,9,-5.04,202.59
af-6578-heme,842,19,-5.27,137.18
af-6578-heme,843,12,-5.52,90.11
af-6578-heme,844,11,-5.64,73.58
af-6578-heme,845,7,5.3,73.58
af-6578-heme,846,15,10,73.58
af-6578-heme,847,11,-0.05,73.58
af-6578-heme,848,12,0.12,73.58
af-6578-heme,849,1,-6.52,16.76
af-6578-heme,850,2,-6.15,31.29
af-6578-heme,851,0,-5.19,157.93
af-6578-heme,852,1,-5.87,50.29
af-6578-heme,853,0,-6.65,13.27
af-6578-heme,854,8,-6.17,26.85
af-6578-heme,855,16,-6.97,26.85
af-6578-heme,856,4,-7.36,4.04
af-6578-heme,857,5,-1.66,381.68
af-6578-heme,858,8,-4.58,339.91
af-6578-heme,859,2,-3.59,129.53
af-6578-heme,860,5,-5.72,63.99
af-6578-heme,861,5,-6.13,38.5
af-6578-heme,862,7,-6.83,10.53
af-6578-heme,863,3,-7.41,15.93
af-6578-heme,864,6,-4.85,3.29
af-6578-heme,865,11,-0.01,3.29
af-6578-heme,866,6,0.66,3.29
af-6578-heme,867,4,1.22,3.29
af-6578-heme,868,13,-2.52,3.29
af-6578-heme,869,10,-7.12,3.29
af-6578-heme,870,6,-7.36,3.69
af-6578-heme,871,5,-7.08,6.43
af-6578-heme,872,6,-6.28,291.12
af-6578-heme,873,5,-6.3,54.32
af-6578-heme,874,12,-5.86,54.32
af-6578-heme,875,5,-5.14,54.32
af-6578-heme,876,9,1.01,54.32
af-6578-heme,877,9,-5.88,48.66
af-6578-heme,878,4,-6.18,29.74
af-6578-heme,879,2,-6.18,29.74
af-6578-heme,880,3,-5.03,204.05
af-6578-heme,881,12,-6.67,204.05
af-6578-heme,882,0,-6.67,204.05
af-6578-heme,883,0,-6.67,204.05
af-6578-heme,884,0,-6.67,204.05
af-6578-heme,885,0,-6.67,204.05
af-6578-heme,886,0,-6.67,204.05
af-6578-heme,887,4,-2.77,204.05
af-6578-heme,888,5,-1.36,204.05
af-6578-heme,889,7,-3.24,204.05
af-6578-heme,890,0,-3.24,204.05
af-6578-heme,891,13,1.14,204.05
af-6578-heme,892,10,25.05,204.05
af-6578-heme,893,7,4.82,204.05
af-6578-heme,894,2,-7.97,1.44
af-6578-heme,895,1,-7.45,3.46
af-6578-heme,896,2,-7.61,2.64
af-6578-heme,897,3,-7.53,3.03
af-6578-heme,898,2,-3.89,97.64
af-6578-heme,899,4,-4.56,97.64
af-6578-heme,900,5,-5.41,97.64
af-6578-heme,901,0,-5.41,97.64
af-6578-heme,902,9,-3.34,97.64
af-6578-heme,903,9,-2.98,97.64
af-6578-heme,904,7,2.52,97.64
af-6578-heme,905,6,-0.6,97.64
af-6578-heme,906,0,-0.6,97.64
af-6578-heme,907,0,-0.6,97.64
af-6578-heme,908,0,-0.6,97.64
af-6578-heme,909,0,-0.6,97.64
af-6578-heme,910,0,-0.6,97.64
af-6578-heme,911,0,-0.6,97.64
af-6578-heme,912,0,-7.22,5.11
af-6578-heme,913,7,-0.39,5.11
af-6578-heme,914,10,-1.85,221.32
af-6578-heme,915,12,-1.19,221.32
af-6578-heme,916,8,-2.39,221.32
af-6578-heme,917,7,-6.85,355.9
af-6578-heme,918,2,-7.06,216.3
af-6578-heme,919,1,-8.49,649.95
af-6578-heme,920,2,-8.97,267.35
af-6578-heme,921,2,-9.14,644.46
af-6578-heme,922,2,-9.11,644.46
af-6578-heme,923,4,-2.85,16.19
af-6578-heme,924,6,-5.38,198.3
af-6578-heme,925,11,-2.94,198.3
af-6578-heme,926,3,-8.28,88.9
af-6578-heme,927,1,-7.65,698.2
af-6578-heme,928,4,-7.53,418.88
af-6578-heme,929,3,-6.08,418.88
af-6578-heme,930,3,-6.78,418.88
af-6578-heme,931,0,-6.12,32.48
af-6578-heme,932,2,-6.65,13.3
af-6578-heme,933,4,-7.24,4.96
af-6578-heme,934,2,-6.89,9.03
af-6578-heme,935,3,-7.41,3.74
af-6578-heme,936,0,-6.26,25.82
af-6578-heme,937,0,-7.36,4.02
af-6578-heme,938,7,-5.9,186.62
af-6578-heme,939,2,-6.44,1.62
af-6578-heme,940,1,-5.6,381.16
af-6578-heme,941,9,-5.88,33.72
af-6578-heme,942,7,-8.05,8.88
af-6578-heme,943,6,-7.36,8.88
af-6578-heme,944,2,-8.16,1.04
af-6578-heme,945,9,-7.85,33.15
af-6578-heme,946,4,-9.42,123.78
af-6578-heme,947,4,-8.01,154.71
af-6578-heme,948,8,-9.06,8.94
af-6578-heme,949,1,-9.98,20.84
af-6578-heme,950,9,-2.61,20.84
af-6578-heme,951,10,-1.49,20.84
af-6578-heme,952,15,7.15,20.84
af-6578-heme,953,0,-5.7,66.77
af-6578-heme,954,2,-5.66,299.57
af-6578-heme,955,0,-6.62,13.93
af-6578-heme,956,3,-6.67,12.86
af-6578-heme,957,1,-6.21,2.39
af-6578-heme,958,4,-7,2.39
af-6578-heme,959,2,-7.32,4.35
af-6578-heme,960,3,-6.57,16.4
af-6578-heme,961,1,-6.23,27.18
af-6578-heme,962,0,-6.11,32.98
af-6578-heme,963,3,-6.25,27.56
af-6578-heme,964,5,-5.42,27.56
af-6578-heme,965,4,-6.36,23.02
af-6578-heme,966,6,-7.62,2.84
af-6578-heme,967,5,-6.31,2.84
af-6578-heme,968,6,-5.67,167.23
af-6578-heme,969,1,-5.18,160.92
af-6578-heme,970,1,-6.47,18.48
af-6578-heme,971,2,-5.85,51.11
af-6578-heme,972,2,-6.51,16.95
af-6578-heme,973,1,-6.22,28.02
af-6578-heme,974,1,-6.43,19.78
af-6578-heme,975,4,-6.1,35.67
af-6578-heme,976,9,-7.4,35.67
af-6578-heme,977,7,-4.81,299.03
af-6578-heme,978,17,26.31,299.03
af-6578-heme,979,10,39.41,299.03
af-6578-heme,980,16,74.42,299.03
af-6578-heme,981,17,37.38,299.03
af-6578-heme,982,3,-6.84,249.41
af-6578-heme,983,4,-7.11,337.57
af-6578-heme,984,3,-7.8,17.85
af-6578-heme,985,1,-6.43,19.31
af-6578-heme,986,2,-4.51,3.14
af-6578-heme,987,7,-5.16,256.73
af-6578-heme,988,12,-3.48,256.73
af-6578-heme,989,0,-6.53,16.47
af-6578-heme,990,0,-5.36,124.09
af-6578-heme,991,0,-6.05,36.6
af-6578-heme,992,0,-5.36,117.98
af-6578-heme,993,0,-5.36,117.98
af-6578-heme,994,0,-5.36,117.98
af-6578-heme,995,0,-5.36,117.98
af-6578-heme,996,0,-6.34,22.67
af-6578-heme,997,0,-6.39,20.67
af-6578-heme,998,14,-6.76,13.36
af-6578-heme,999,13,10.77,13.36
af-6578-heme,1000,16,9.99,13.36
af-6578-heme,1001,11,5.51,13.36
af-6578-heme,1002,5,7.28,13.36
af-6578-heme,1003,10,29.51,13.36
af-6578-heme,1004,14,6.77,13.36
af-6578-heme,1005,3,51.87,13.36
af-6578-heme,1006,5,56.2,13.36
af-6578-heme,1007,0,56.2,13.36
af-6578-heme,1008,1,2.5,13.36
af-6578-heme,1009,1,-1.71,13.36
af-6578-heme,1010,0,2.08,13.36
af-6578-heme,1011,0,-0.54,13.36
af-6578-heme,1012,1,3.42,13.36
af-6578-heme,1013,2,-2,49.43
af-6578-heme,1014,0,6.27,49.43
af-6578-heme,1015,0,1.26,49.43
af-6578-heme,1016,0,-8.26,877.19
af-6578-heme,1017,3,-8.05,1.26
af-6578-heme,1018,4,-9.02,245.18
af-6578-heme,1019,2,-7.93,2.62
af-6578-heme,1020,2,-4.32,15.81
af-6578-heme,1021,4,-5.43,712.29
af-6578-heme,1022,2,-5.46,1.46
af-6578-heme,1023,0,-6.63,13.76
af-6578-heme,1024,0,-6.35,22.1
af-6578-heme,1025,3,-7.08,6.97
af-6578-heme,1026,1,-6.9,8.79
af-6578-heme,1027,1,-5.53,221.27
af-6578-heme,1028,7,-7.75,221.27
af-6578-heme,1029,1,-7.57,187.28
af-6578-heme,1030,3,-7.48,1.09
af-6578-heme,1031,5,-5.11,1.09
af-6578-heme,1032,4,-5.29,153.13
af-6578-heme,1033,3,-7.33,4.23
af-6578-heme,1034,0,-6.9,8.72
af-6578-heme,1035,1,-6.85,9.56
af-6578-heme,1036,13,-6.9,8.69
af-6578-heme,1037,0,-6.58,15
af-6578-heme,1038,1,-7.06,7.1
af-6578-heme,1039,4,-3.96,7.1
af-6578-heme,1040,2,-1.64,7.1
af-6578-heme,1041,5,-3.71,7.1
af-6578-heme,1042,0,-3.71,7.1
af-6578-heme,1043,4,2.17,7.1
af-6578-heme,1044,13,7.59,7.1
af-6578-heme,1045,13,119.61,7.1
af-6578-heme,1046,9,46.21,7.1
af-6578-heme,1047,11,6.57,7.1
af-6578-heme,1048,20,8.73,7.1
af-6578-heme,1049,9,-0.09,7.1
af-6578-heme,1050,9,2.91,7.1
af-6578-heme,1051,4,-7.02,7.2
af-6578-heme,1052,0,-4.38,611.16
af-6578-heme,1053,3,-6.88,611.16
af-6578-heme,1054,6,-6.27,254.69
af-6578-heme,1055,12,-3.04,254.69
af-6578-heme,1056,4,-3.83,254.69
af-6578-heme,1057,0,-3.83,254.69
af-6578-heme,1058,0,-3.83,254.69
af-6578-heme,1059,0,-3.83,254.69
af-6578-heme,1060,0,-3.83,254.69
af-6578-heme,1061,6,-6.51,188.8
af-6578-heme,1062,3,-5.83,101.02
af-6578-heme,1063,5,-6.88,37.19
af-6578-heme,1064,3,-5.14,1.03
af-6578-heme,1065,3,-7.56,1.48
af-6578-heme,1066,3,-5.48,1.48
af-6578-heme,1067,3,-4.94,241.19
af-6578-heme,1068,6,-4.12,1.06
af-6578-heme,1069,5,-4.77,1.06
af-6578-heme,1070,6,-3.92,28.3
af-6578-heme,1071,5,-6.38,2.75
af-6578-heme,1072,5,-3.73,2.75
af-6578-heme,1073,7,-6.38,2.75
af-6578-heme,1074,5,-6.13,31.87
af-6578-heme,1075,11,-6.1,31.87
af-6578-heme,1076,11,-4.99,221.2
af-6578-heme,1077,6,0.05,221.2
af-6578-heme,1078,7,-2.2,221.2
af-6578-heme,1079,14,-2.89,221.2
af-6578-heme,1080,4,-3.17,221.2
af-6578-heme,1081,1,-7.63,10.27
af-6578-heme,1082,0,-7.63,10.27
af-6578-heme,1083,9,-2.38,10.27
af-6578-heme,1084,9,0.9,10.27
af-6578-heme,1085,3,-6.6,726.06
af-6578-heme,1086,2,-6.96,7.88
af-6578-heme,1087,3,-6.78,186.1
af-6578-heme,1088,3,-6.62,47.56
af-6578-heme,1089,11,-6.05,36.59
af-6578-heme,1090,5,-4.2,517.59
af-6578-heme,1091,2,-5.53,517.59
af-6578-heme,1092,2,-7.97,8.24
af-6578-heme,1093,0,-7.7,2.29
af-6578-heme,1094,1,-7.14,5.8
af-6578-heme,1095,0,-8.61,489.74
af-6578-heme,1096,4,-5.56,647.79
af-6578-heme,1097,4,-5.49,647.79
af-6578-heme,1098,3,-5.61,141.06
af-6578-heme,1099,6,-5.24,141.06
af-6578-heme,1100,10,-4.06,141.06
af-6578-heme,1101,10,-6.41,570.13
af-6578-heme,1102,16,35.18,570.13
af-6578-heme,1103,24,57.7,570.13
af-6578-heme,1104,11,11.8,570.13
af-6578-heme,1105,22,11.43,570.13
af-6578-heme,1106,9,-4.87,570.13
af-6578-heme,1107,7,-7.38,3.92
af-6578-heme,1108,5,-7.51,3.13
af-6578-heme,1109,0,-5.85,51.38
af-6578-heme,1110,2,-7.3,4.48
af-6578-heme,1111,4,-8.12,3.74
af-6578-heme,1112,3,-8.45,1.39
af-6578-heme,1113,2,-8.18,1.01
af-6578-heme,1114,0,-8.18,1.01
af-6578-heme,1115,0,-8.18,1.01
af-6578-heme,1116,0,-8.18,1.01
af-6578-heme,1117,0,-8.18,1.01
af-6578-heme,1118,16,-7.89,1.65
af-6578-heme,1119,12,-7.53,3.04
af-6578-heme,1120,0,-5.97,41.81
af-6578-heme,1121,10,4.01,41.81
af-6578-heme,1122,14,5.39,41.81
af-6578-heme,1123,12,-1.42,41.81
af-6578-heme,1124,8,-2.27,41.81
af-6578-heme,1125,9,12.44,41.81
af-6578-heme,1126,15,11.78,41.81
af-6578-heme,1127,11,8.23,41.81
af-6578-heme,1128,17,39.6,41.81
af-6578-heme,1129,0,39.6,41.81
af-6578-heme,1130,0,39.6,41.81
af-6578-heme,1131,15,-6.74,11.45
af-6578-heme,1132,13,-7.56,192.97
af-6578-heme,1133,3,-6.2,28.59
af-6578-heme,1134,6,-6.59,2.84
af-6578-heme,1135,7,-9.53,269.96
af-6578-heme,1136,3,-7.22,615.41
af-6578-heme,1137,10,-5.21,1.37
af-6578-heme,1138,6,-4.71,532.49
af-6578-heme,1139,11,-3.51,532.49
af-6578-heme,1140,9,-4.56,532.49
af-6578-heme,1141,5,-4.1,532.49
af-6578-heme,1142,6,-4.41,532.49
af-6578-heme,1143,10,-4.6,50.81
af-6578-heme,1144,3,-4.95,50.81
af-6578-heme,1145,6,-3.87,28.72
af-6578-heme,1146,12,-1.12,190.05
af-6578-heme,1147,1,-8.24,914.14
af-6578-heme,1148,1,-8.21,3.17
af-6578-heme,1149,1,-8.86,319.59
af-6578-heme,1150,1,-8.59,503.55
af-6578-heme,1151,1,-8.12,1.12
af-6578-heme,1152,1,-8.01,1.35
af-6578-heme,1153,1,-7.5,3.16
af-6578-heme,1154,8,-7.44,3.5
af-6578-heme,1155,0,-7.44,3.5
af-6578-heme,1156,3,-6.19,29.08
af-6578-heme,1157,0,-6.19,29.08
af-6578-heme,1158,17,48.66,29.08
af-6578-heme,1159,10,16.01,29.08
af-6578-heme,1160,24,36.91,29.08
af-6578-heme,1161,19,22.87,29.08
af-6578-heme,1162,18,-5.23,29.08
af-6578-heme,1163,0,-1.64,29.08
af-6578-heme,1164,1,-6.56,15.67
af-6578-heme,1165,0,-6.38,20.93
af-6578-heme,1166,0,-6.27,25.5
af-6578-heme,1167,1,-5.71,65.4
af-6578-heme,1168,7,3.22,65.4
af-6578-heme,1169,14,12.6,65.4
af-6578-heme,1170,3,5.86,65.4
af-6578-heme,1171,2,-7.36,31.96
af-6578-heme,1172,2,-7.1,896.62
af-6578-heme,1173,2,-6.28,25.5
af-6578-heme,1174,3,-7.05,6.98
af-6578-heme,1175,2,-5.6,565.2
af-6578-heme,1176,3,-5.69,68.02
af-6578-heme,1177,8,-2.58,44.41
af-6578-heme,1178,2,-2.63,44.41
af-6578-heme,1179,1,-2.94,7.02
af-6578-heme,1180,3,-3.51,4.71
af-6578-heme,1181,0,-6.29,24.58
af-6578-heme,1182,1,-6.44,19.01
af-6578-heme,1183,6,-5.24,49.39
af-6578-heme,1184,5,-5.75,49.39
af-6578-heme,1185,12,-6.25,659.93
af-6578-heme,1186,3,-7.17,659.93
af-6578-heme,1187,4,-6.32,659.93
af-6578-heme,1188,1,-6.86,659.93
af-6578-heme,1189,2,-6.23,27.2
af-6578-heme,1190,3,-3.63,27.2
af-6578-heme,1191,8,-1.26,27.2
af-6578-heme,1192,8,-2.73,27.2
af-6578-heme,1193,11,-0.44,27.2
af-6578-heme,1194,31,-4.27,738.44
af-6578-heme,1195,0,-4.27,738.44
af-6578-heme,1196,2,-6.17,738.44
af-6578-heme,1197,8,-6.13,738.44
af-6578-heme,1198,2,-6.78,127.95
af-6578-heme,1199,0,-6.65,81.81
af-6578-heme,1200,2,-6.77,16.33
af-6578-heme,1201,3,-7.02,16.33
af-6578-heme,1202,3,-4.56,456.38
af-6578-heme,1203,0,-8.01,3.68
af-6578-heme,1204,0,-6,39.69
af-6578-heme,1205,3,-6.91,39.69
af-6578-heme,1206,5,-7.35,39.69
af-6578-heme,1207,5,-7.2,39.69
af-6578-heme,1208,0,-7.2,39.69
af-6578-heme,1209,0,-7.2,39.69
af-6578-heme,1210,6,-4.08,569.66
af-6578-heme,1211,8,-2.61,64.81
af-6578-heme,1212,5,-2.78,29.82
af-6578-heme,1213,5,-3.47,29.82
af-6578-heme,1214,5,-1.19,29.82
af-6578-heme,1215,9,-2.53,29.82
af-6578-heme,1216,9,-3.22,29.82
af-6578-heme,1217,11,38.07,29.82
af-6578-heme,1218,14,39.17,29.82
af-6578-heme,1219,0,-7.89,1.64
af-6578-heme,1220,2,-6.79,13.06
af-6578-heme,1221,28,-6.81,10.19
af-6578-heme,1222,7,-7.39,3.85
af-6578-heme,1223,16,-6.57,15.19
af-6578-heme,1224,1,-6.76,11.16
af-6578-heme,1225,2,-6.5,70.43
af-6578-heme,1226,7,-4.04,1.24
af-6578-heme,1227,0,-5.04,203.47
af-6578-heme,1228,1,-6.37,21.5
af-6578-heme,1229,0,-4.23,798.87
af-6578-heme,1230,0,-6.76,11.15
af-6578-heme,1231,1,-6.87,9.27
af-6578-heme,1232,2,-6.35,22.21
af-6578-heme,1233,1,-7.04,6.92
af-6578-heme,1234,1,-5.77,59.1
af-6578-heme,1235,17,52.77,59.1
af-6578-heme,1236,19,43.88,59.1
af-6578-heme,1237,22,53.96,59.1
af-6578-heme,1238,21,81.91,59.1
af-6578-heme,1239,0,81.91,59.1
af-6578-heme,1240,0,-5.44,103.34
af-6578-heme,1241,0,-5.44,103.34
af-6578-heme,1242,1,-5.93,44.81
af-6578-heme,1243,0,-5.93,44.81
af-6578-heme,1244,2,-6.88,44.81
af-6578-heme,1245,0,-6.23,27.19
af-6578-heme,1246,3,-6.97,7.83
af-6578-heme,1247,0,-6.97,7.83
af-6578-heme,1248,6,-4.97,229.02
af-6578-heme,1249,17,-7.21,5.15
af-6578-heme,1250,5,-5.84,51.95
af-6578-heme,1251,11,-5.48,96.38
af-6578-heme,1252,15,-6.49,17.49
af-6578-heme,1253,9,-6.63,832.91
af-6578-heme,1254,8,-5.6,78.46
af-6578-heme,1255,18,-6.74,11.46
af-6578-heme,1256,29,-7.95,1.48
af-6578-heme,1257,17,-7.08,6.44
af-6578-heme,1258,0,-7.08,6.44
af-6578-heme,1259,0,-7.08,6.44
af-6578-heme,1260,0,-7.08,6.44
af-6578-heme,1261,0,-7.08,6.44
af-6578-heme,1262,4,-5.95,50.73
af-6578-heme,1263,8,-6.55,15.77
af-6578-heme,1264,10,-6.25,9.05
af-6578-heme,1265,5,-7.11,15.81
af-6578-heme,1266,3,-6.3,24.2
af-6578-heme,1267,12,-5.92,45.53
af-6578-heme,1268,3,-7.62,2.6
af-6578-heme,1269,3,-7.45,45.78
af-6578-heme,1270,2,-6.42,19.62
af-6578-heme,1271,7,-5.36,119.07
af-6578-heme,1272,0,-7.71,2.23
af-6578-heme,1273,29,-5.16,166.06
af-6578-heme,1274,30,-5.26,139.02
af-6578-heme,1275,9,-5.54,139.02
af-6578-heme,1276,5,-0.78,139.02
af-6578-heme,1277,0,-0.78,139.02
af-6578-heme,1278,8,-6.15,45.46
af-6578-heme,1279,6,-6.57,15.36
af-6578-heme,1280,2,-5.63,77.87
af-6578-heme,1281,0,-5.43,104.8
af-6578-heme,1282,0,-6.11,33.22
af-6578-heme,1283,0,-6.11,33.22
af-6578-heme,1284,0,-6.11,33.22
af-6578-heme,1285,0,-6.11,33.22
af-6578-heme,1286,0,-6.11,33.22
af-6578-heme,1287,0,-6.11,33.22
af-6578-heme,1288,2,-8.41,28.95
af-6578-heme,1289,0,-8.41,28.95
af-6578-heme,1290,2,-7.04,6.87
af-6578-heme,1291,5,-7.82,1.85
af-6578-heme,1292,9,-6.84,1.85
af-6578-heme,1293,8,-7.64,23.86
af-6578-heme,1294,6,-4.52,486.41
af-6578-heme,1295,15,-5.6,78.38
af-6578-heme,1296,38,-4.88,266.71
af-6578-heme,1297,0,-7.68,2.35
af-6578-heme,1298,0,-7.68,2.35
af-6578-heme,1299,0,-7.68,2.35
af-6578-heme,1300,0,-7.68,2.35
af-6578-heme,1301,0,-7.68,2.35
af-6578-heme,1302,0,-6.97,7.79
af-6578-heme,1303,0,-6.97,7.79
af-6578-heme,1304,1,-6.89,8.89
af-6578-heme,1305,14,-3.11,116.35
af-6578-heme,1306,3,-7.43,116.35
af-6578-heme,1307,2,-7.14,116.35
af-6578-heme,1308,5,-2.28,25.26
af-6578-heme,1309,11,-3.12,441.62
af-6578-heme,1310,2,-7.07,6.54
af-6578-heme,1311,0,-6.29,24.44
af-6578-heme,1312,0,-6.29,24.44
af-6578-heme,1313,0,-5.4,109.39
af-6578-heme,1314,0,-6.46,18.4
af-6578-heme,1315,0,-8.52,572.63
af-6578-heme,1316,0,-8.52,571.71
af-6578-heme,1317,2,-8.29,24.08
af-6578-heme,1318,2,-9.37,134.85
af-6578-heme,1319,54,-2.82,8.52
af-6578-heme,1320,8,-3.03,262.59
af-6578-heme,1321,6,-4.87,325.32
af-6578-heme,1322,5,-3.29,325.32
af-6578-heme,1323,4,-2.91,325.32
